komentar,clean_text
sabolannya gak terlalu pekat gak terlalu bagus,sabolannya gak terlalu pekat gak terlalu bagus
Sablonya sesuai sama harga segitu mau berEkspetasi gimana dengan harga segitu tapi lihat produk erpso harga sama tapi kualitas sablon lebih baik,sablonya sesuai sama harga segitu mau berekspetasi gimana dengan harga segitu tapi lihat produk erpso harga sama tapi kualitas sablon lebih baik
ada jahitan yg lepas,ada jahit yang lepas
Barangnya bagus cuma sablon nya terlepas smua huruf” nya,barang bagus cuma sablon nya lepas smua huruf nya
Kok gda nama sya mas padahal sya udh kasih nama sma nomor 35 mas gimn ini mas,kok gda nama sya mas padahal sya udh kasih nama sma nomor mas gimn ini mas
sangat bagus saya sngat suka tapi saya slah pilih ukuran😅,sangat bagus saya sngat suka tapi saya slah pilih ukur
baru pakek sablon namanya udah mau lepas 1,baru pakek sablon nama udah mau lepas
Bahan nya tipiss bgt kerawang Tanggapan saat saya menanya tidak sopan,bahan nya tipiss banget kerawang tanggap saat saya mena tidak sopan
"Boleh lahh, kirain yg bordiran rupanya sablonan semua patch nya",boleh lahh kirain yang bordir rupa sablon semua patch nya
"keren, bahan lembut, mantap pokok nya",keren bahan lembut mantap pokok nya
Saya kecewa karena ada yang kurang dari baju real Madrid,saya kecewa karena ada yang kurang dari baju real madrid
Pengiriman cepat dan baju nya juga bagus,kirim cepat dan baju nya juga bagus
Logo doang sih kirain bagus logo nya,logo doang sih kirain bagus logo nya
Bagus tp ada noda kuning di leherny,bagus tp ada noda kuning di leherny
Bahan: Kureng sii tapo not bad,bahan reng sii tapo not bad
Kirain logo nya timbul 😭😭😭😭😭malah kaya baju bocah 😭😭😭,kirain logo nya timbul malah kaya baju bocah
"bagus barangnya sesuai pesanan, maksijh",bagus barang sesuai pesan maksijh
"bajunya bagus, tapi datengnya lamaa",baju bagus tapi datengnya lamaa
Terimakasih paketnya sudah tiba ..,terimakasih paket sudah tiba
Barang bagus sesuai kualitas,barang bagus sesuai kualitas
Katanya adidas,kata adidas
bahan bagus,bahan bagus
Bahannya bagus bgt,bahan bagus banget
Saya kan pesan yg 4xl kenapa yg di kirim 2xl,saya kan pesan yang xl kenapa yang di kirim xl
BAGUSS,baguss
Mohon di kembalikan uang saya sebesar Rp 130.997 rb,mohon di kembali uang saya besar rp rb
bagus,bagus
M nya kecil,m nya kecil
Lumayann sih,lumayann sih
Pas d badan anak ku. Nyaman,pas d badan anak ku nyaman
"Tidak menerima paket, paket hilang oleh kurir",tidak terima paket paket hilang oleh kurir
Pengiriman rada lama,kirim rada lama
Ok,ok
Kekecilan,kecil
Barang bagus,barang bagus
Terima kasih,terima kasih
Sagat bgua,sagat bgua
suka banget,suka banget
yg di minta no punggung nya 22...yg datang no 23...gimana si bg...,yang di minta no punggung nya yang datang no gimana si bg
Baguss minn,baguss minn
Bagus,bagus
Bagus 👌🏻,bagus
Ok. Bgs,ok bgs
Kebesaran,besar
Pengiriman lambat,kirim lambat
Lumayan,lumayan
bagus aja tapi lama kelamaan bakalan lepas nama belakangnya,bagus aja tapi lama lama bakal lepas nama belakang
Keren,keren
Pengiriman lama,kirim lama
Kurir,kurir
Puas dengan kualitas nya kk .saya baru sampai tadi paket nya,puas dengan kualitas nya kk saya baru sampai tadi paket nya
Produk sesuai tapi ada minusnya masa sablon ya tidak nempel kecewa banget padahal sudah sesuai tapi masih aja ada minusnya,produk sesuai tapi ada minus masa sablon ya tidak nempel kecewa banget padahal sudah sesuai tapi masih aja ada minus
Jujur kainnya bagus dan adem Tapi sedikit kecewa dengan kualitas sablonnya jelek Tolong diperbaiki,jujur kain bagus dan adem tapi sedikit kecewa dengan kualitas sablon jelek tolong baik
"PATCH NGLOTOKKK!!! JAITAN NDAK RAPI!!! tau gitu beli yg polosan aja,tambah 40k buat patch tapi patch nya kaya gini nglotok 2 2 nya PARAHH",patch nglotokkk jaitan ndak rapi tau gitu beli yang polos ajatambah k buat patch tapi patch nya kaya gin nglotok nya parahh
Bentuk dan ukuran: Pas dan nyaman dipakai Warna: Sesuai Bahan: Adem tidak tipi tidak tebal juga Bagus sesuai ekspetasi hanya sablon ya ajah agak kurang sedikit rekat,bentuk dan ukur pas dan nyaman pakai warna sesuai bahan adem tidak tipi tidak tebal juga bagus sesuai ekspetasi hanya sablon ya ajah agak kurang sedikit rekat
Produk baik Bentuk dan ukuran: Pas Bahan: Baik Warna: Mirip sama ori Detail logo keren pol pas gue bandingin sma yg ORI dri erspo,produk baik bentuk dan ukur pas bahan baik warna mirip sama ori detail logo keren pol pas gue bandingin sma yang ori dri erspo
Bentuk dan ukuran: Pas Bahan: Bagus adem juga Warna: Bagus Logo patch nya ternyata tipis! Ngeri luntur kalau dicuci,bentuk dan ukur pas bahan bagus adem juga warna bagus logo patch nya nyata tipis ngeri luntur kalau cuci
"Bagus, harga segini sih jangan terlalu berharap 100 persen mirip ama ori ya. Jaitan nya yang deket leher beberapa agak gak rapih, dan juga patch world cup di lengan kanan saya entah kenapa ada warna pink pink nya gitu",bagus harga gin sih jangan terlalu harap persen mirip ama ori ya jaitan nya yang deket leher beberapa agak gak rapih dan juga patch world cup di lengan kanan saya entah kenapa ada warna pink pink nya gitu
Keren sih ini menurutku dari awal pengiriman hingga sampai dirumah aman. Tapi di kerahnya ada yang kurang rapih banget dari kanan sampai ke kiri nya jahitannya. Sampai aku lupa tanya ngedadak pengen beli aja 😭.,keren sih ini turut dari awal kirim hingga sampai rumah aman tapi di kerah ada yang kurang rapih banget dari kanan sampai ke kiri nya jahit sampai aku lupa tanya ngedadak ken beli aja
"Ukuran pas Bahan oke, sesuai harga Minusnya, lebih teliti lagi ada bagian yang tidak terjahit dibagian garis putih nya. Kelngkapan lengkap logonya",ukur pas bahan oke sesuai harga minus lebih teliti lagi ada bagi yang tidak jahit bagi garis putih nya kelngkapan lengkap logo
Paket udah saya terima kualitas numayan jahitan ada yang ga rapih sabloman nya biasa aja udah pasti gampang ngloto atau lepas utuk siz nya ga tau berapah kaya bekas di gunting siz nya.,paket udah saya terima kualitas numayan jahit ada yang tidak rapih sabloman nya biasa aja udah pasti gampang ngloto atau lepas utuk siz nya tidak tau rapah kaya bekas di gunting siz nya
"Lumayan ok.. Bentuk dan ukuran: Pas dengan Tb 163 Bb 60 Bahan: Ok,tapi agak berat Karakteristik: Guuddd dengan harga segitu Warna: Menyala abangku",lumayan ok bentuk dan ukur pas dengan tb bb bahan oktapi agak berat karakteristik guuddd dengan harga segitu warna nyala abang
Bentuk dan ukuran: Pas Bahan: Adem Warna: Cerah sesuai,bentuk dan ukur pas bahan adem warna cerah sesuai
"Produknya sih bagus kualitasnya, tapi adminnya & QC delivery nya kurang ngopi jadi nggak fokuez..pesan putih 3XL mono fullpatch yang datang 3XL tanpa patch... Padahal ini pembelian kedua loh....syaang Skali crew nya teledor.....tpi utk produk tetap bintang 5 utk crew bintang 3 dulu ya..",produk sih bagus kualitas tapi adminnya qc delivery nya kurang ngopi jadi tidak fokuezpesan putih xl mono fullpatch yang datang xl tanpa patch padahal ini beli dua lohsyaang skali crew nya teledortpi utk produk tetap bintang utk crew bintang dulu ya
"Nama nyah kurang 1 huruf, it's okay, it's not bad. Yang lain nyah oke mantap.",nama nyah kurang huruf its okay its not bad yang lain nyah oke mantap
"bagus, gabisa berharap lebih dengan harga segini, emblem beberapa part ada yg ngelopek tapi tinggal di lem Korea aja udh bagus lagi",bagus gabisa harap lebih dengan harga gin emblem beberapa part ada yang ngelopek tapi tinggal di lem korea aja udh bagus lagi
"bahan bajunya bagus, motif bagus,desain keren",bahan baju bagus motif bagusdesain keren
Untuk namanya baru sampai sudah pada mau lepas,untuk nama baru sampai sudah pada mau lepas
Mintanya tulisanya digabung eh malah dipisah tapi yaudahlah terlajur,minta tulisanya gabung eh malah pisah tapi yaudahlah lajur
Bahan bagus cuma sayang kerah terlalu kecil susah dipake dan sempit dileher. Segitiga tidak simetris .,bahan bagus cuma sayang kerah terlalu kecil susah dipake dan sempit leher segitiga tidak simetris
Bentuk dan ukuran: Pas Bahan: Lumayan Warna: Ok Sablon Patc nglontok,bentuk dan ukur pas bahan lumayan warna ok sablon patc nglontok
"Agak sedikit kecewa, pesan sablon nama sama nomor punggung, maslah datang polosan😭",agak sedikit kecewa pesan sablon nama sama nomor punggung mas datang polos
"Mengecewakan barang cacat jahitan enggak rapi pengiriman lama, baju abis dipake bermacam orang bau bahan bajunya gak ada justru bau keringat...",kecewa barang cacat jahit enggak rapi kirim lama baju abis dipake macam orang bau bahan baju gak ada justru bau keringat
"Kecewa, Pesan warna putih di kasihnya merah.",kecewa pesan warna putih di kasih merah
Tokonya gmna.... Gue mesen mke nma n nomer knpa d kirimnya polos.... Klomau ngirim d baca flu dong pesen dr cs nya.. Untuk kaos bagus,toko gmna gue mesen mke nma n nomer knpa d kirim polos klomau ngirim d baca flu dong sen dr cs nya untuk kaos bagus
"Sebenernya bajunya bagus banget. Tp pas beli diarahin livenya pke ukuran xl krna katanya ngepress body klo ambil ukuran L dgn bb 70. Pas sampe kegedean bgt, beli wrna putih ukuran L, tetep longgar ga kegedean. Agak kesel sempet ikutin milih ukuran xl",sebenernya baju bagus banget tp pas beli diarahin livenya pke ukur xl krna kata ngepress body klo ambil ukur l dgn bb pas sampe gede banget beli wrna putih ukur l tetep longgar tidak gede agak kesel sempet ikutin milih ukur xl
Bentuk dan ukuran: besar dikit Bahan: lumayan Warna: pas,bentuk dan ukur besar dikit bahan lumayan warna pas
bahan bagus sejuk nyaman dipakai..jahitan rapi..kualitas sesuai harga..,bahan bagus sejuk nyaman dipakaijahitan rapikualitas sesuai harga
"Beli 2 putih dan merah, yg merah ukuran XXL kekecilan beda sama yg putih ngepas dg ukuran yg sama XXL. Tapi sayang banget yg putih ga rapih cutingnya, bagian bawah depan sama belakang beda panjang. Bahan masih oke",beli putih dan merah yang merah ukur xxl kecil beda sama yang putih ngepas dg ukur yang sama xxl tapi sayang banget yang putih tidak rapih cutingnya bagi bawah depan sama belakang beda panjang bahan masih oke
"bagus,cuma sablonannya ada yang kebuka, sedikit kecewa,untung ga pala keliatan",baguscuma sablon ada yang buka sedikit kecewauntung tidak pala liat
"harga agak overprice, kualitas kain okelah, tp kualitas press kurang, logo erspo, bendera merah putih dan nameset sudah ada gejala terkelupas, apalagi emblem garuda nya udah mau lepas, overall ya cukup lah drpd beli yg asli, tp gk usah expect tinggi-tinggi, yg penting punya jersey timnas 2025",harga agak overprice kualitas kain oke tp kualitas press kurang logo erspo bendera merah putih dan nameset sudah ada gejala kelupas apalagi emblem garuda nya udah mau lepas overall ya cukup lah drpd beli yang asli tp tidak usah expect tinggitinggi yang penting punya jersey timnas
Bentuk dan ukuran: M. kain bagus warna merah monokrom pas di aku bb 70 tb 165...cuman kurang rapi dikit di bagian lengan..,bentuk dan ukur m kain bagus warna merah monokrom pas di aku bb tb cuman kurang rapi dikit di bagi lengan
Bahan enak dipakai. Hanya mines sablon logo idn dan ersponya tidak presisi.,bahan enak pakai hanya mes sablon logo idn dan ersponya tidak presisi
Sablonan nya jelek pd ngelupas.. Gak amanah udh chat jgn pake no di dada depan malah dikasih,sablon nya jelek pd ngelupas gak amanah udh chat jgn pake no di dada depan malah kasih
Jarsey nya oke sesuai harapan.. ukuran pun pas.,jarsey nya oke sesuai harap ukur pun pas
"Produknya sih bagus kualitasnya, tapi adminnya & QC delivery nya kurang ngopi jadi nggak fokuez..pesan merah 3XL mono fullpatch yang datang 2XL tanpa patch... Padahal ini pembelian kedua loh....syaang Skali crew nya teledor.....tpi utk produk tetap bintang 5 utk crew bintang 3 dulu ya..",produk sih bagus kualitas tapi adminnya qc delivery nya kurang ngopi jadi tidak fokuezpesan merah xl mono fullpatch yang datang xl tanpa patch padahal ini beli dua lohsyaang skali crew nya teledortpi utk produk tetap bintang utk crew bintang dulu ya
Bentuk dan ukuran: Presss body Bahan: Josss Warna: Oke Karakteristik: Mening,bentuk dan ukur presss body bahan josss warna oke karakteristik ning
"Bahan bagus, tpi jahitan kurang rapih. Lehernya kekecilan sehingga leher kecekik. Ukuran M besar tpi lehernya kecil.",bahan bagus tpi jahit kurang rapih leher kecil sehingga leher cekik ukur m besar tpi leher kecil
"Bahan ok, warna ok Bagian leher kurangnyaman. Logo garuda sekanyuci langsung copot",bahan ok warna ok bagi leher kurangnyaman logo garuda sekanyuci langsung copot
Peletakan nomer depan kayaknya kurang ke kiri sedikit,leta nomer depan kayak kurang ke kiri sedikit
Ada harga ada barang. Jahitan tidak rapih asal asalan.lengan kecil dan berantakan.,ada harga ada barang jahit tidak rapih asal asalanlengan kecil dan beranta
Bahan bajunya bagus dan adem. Pengiriman cepat,bahan baju bagus dan adem kirim cepat
"Jahitan di leher depan tidak simetris, berkerut. Bikin malu kalo dipake!!!",jahit di leher depan tidak simetris kerut bikin malu kalo dipake
Tempelan disebelah kanannya belum kering dan mau lepas,tempel belah kanan belum kering dan mau lepas
Ukuran S nya kaya Ukuran L donk 😴 di pake kaya orang orangan sawah,ukur s nya kaya ukur l donk di pake kaya orang orang sawah
"Tidak sesuai pesanan, pesan bordir actual sablon Padahal sudah beda harga,",tidak sesuai pesan pesan bordir actual sablon padahal sudah beda harga
Sagat di sayangkan Pelayanan nya lambat,sagat di sayang layan nya lambat
"Tidak teliti liat pesanan. Tidak sesuai pesanan. Minta yg pk nama & nomor, dtg nya yg polos.",tidak teliti liat pesan tidak sesuai pesan minta yang pk nama nomor dtg nya yang polos
Bentuk dan ukuran: Pas Bahan: Tipis kayak saringan tahu😂 Warna: Biasa,bentuk dan ukur pas bahan tipis kayak saring tahu warna biasa
baju nya sdh saya terima dlm keadaan bagus dan sesuai dgn pesanan saya terimakasih bang . . . .,baju nya sdh saya terima dlm ada bagus dan sesuai dgn pesan saya terimakasih bang
"Maaf min,,sablon namanya pada terkelupas..pdhl anak udah seneng krn jersey nya bagus.",maaf minsablon nama pada terkelupaspdhl anak udah neng krn jersey nya bagus
"Bahan bagus, tetapi pengirimannya lambat banget keburu udah wktnya mau di pake malh belum datang padahal sudah satu minggu.🥹",bahan bagus tetapi kirim lambat banget keburu udah wktnya mau di pake malh belum datang padahal sudah satu minggu
"Patch nya sablonan biasa dan gak rapih, mending beli tanpa patch",patch nya sablon biasa dan gak rapih mending beli tanpa patch
"Nomornya kecil amatgak sesuai ama ukuran bajunya, kliatan jelek",nomor kecil amatgak sesuai ama ukur baju kliatan jelek
"Pesan yang putih monokrom dikirim yang putih polos biasa rada bangke juga sih kesel jadinya, sebelum pesan juga udah chat penjualnya, minta tolong jangan sampai salah kirim tetep aj salah kirim bangke emang, produkny sih bagus bhn juga ok, sya Kash bintang 1 karena salah kirim model barang aja",pesan yang putih monokrom kirim yang putih polos biasa rada bangke juga sih kesel jadi belum pesan juga udah chat jual minta tolong jangan sampai salah kirim tetep aj salah kirim bangke emang produkny sih bagus bhn juga ok sya kash bintang karena salah kirim model barang aja
bagus tapi ada jahitan yang robek,bagus tapi ada jahit yang robek
"toko kontol,di komen di live , Maslah jaitan nya jelek,no punggung asal2an buat nya,malah di non aktifkan komentar nya,aduh ampun...nyesel gue belik nya.",toko kontoldi komen di live mas jaitan nya jelekno punggung asal buat nyamalah di non aktif komentar nyaaduh ampunnyesel gue belik nya
"Kok gak ada nama nya , Gak jelas kalian ya",kok gak ada nama nya gak jelas kalian ya
Baru di buka udh pada copot sablonnya,baru di buka udh pada copot sablon
Saya kasih bintang 3.. Untuk kainnya bagus mantap.. Tapi ada kekurangan sdkit.. Patch nya ke angkat!! Tolong untuk lebih di perhatikan..,saya kasih bintang untuk kain bagus mantap tapi ada kurang sdkit patch nya ke angkat tolong untuk lebih di perhati
"Saya pesen ada nopung sama nama di belakangnya,ko ini gaada",saya sen ada nopung sama nama di belakangnyako ini gaada
Tak kasing bintang 3 Soalnya agak kecewa Sm produknya,tak kasing bintang soal agak kecewa sm produk
Lho ini knpa nqak ada nma diblkang sm no.6 sesuai pesanan,lho ini knpa nqak ada nma diblkang sm no sesuai pesan
Hoax lah promosi mah katanya bisa riques nama dan no. Udah di co pas datang malah polos huh Hoax.,hoax lah promosi mah kata bisa riques nama dan no udah di co pas datang malah polos huh hoax
Kenapa gada nama sama no punggung ka,kenapa gada nama sama no punggung ka
"kaos bagus, pengiriman ok, pesan xxxl yang datang xxl",kaos bagus kirim ok pesan xxxl yang datang xxl
"Lumayan, cuma bagian belakang terlihat murahnya dan bendera terlalu kebawah",lumayan cuma bagi belakang lihat murah dan bendera terlalu bawah
Bahan: Agak kecewa Kemarin pas tanyak d live katanya Milano tapi ternyata bukan 😔,bahan agak kecewa kemarin pas tanyak d live kata milano tapi nyata bukan
